imo_number,mmsi,name,vessel_class,ship_type,flag,dwt_mt,gross_tonnage,loa_m,beam_m,max_draft_m,cargo_capacity_mt,year_built,source,source_reference,provenance,observed_at,identity_classification
,,KAPAS,Fishing vessel,Fishing vessel,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9281669,257593600,GUNNAR LANGVA,Fishing Vessel,Fishing Vessel,,2000.0,2223.0,75.0,14.0,7.5,,2003.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,SILDASKJAER,Fishing vessel,Fishing vessel,,,,37.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ROVERFJORD,Passenger ship,Passenger ship,,,,25.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,COLON,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9212228,257599000,GECO SCORPIO,Research Vessel,Research Vessel,,1300.0,1429.0,56.0,12.0,5.6,,2000.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,NANCY-S,Sailing vessel,Sailing vessel,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,RHAPSODY IN BLUE,Pleasure craft,Pleasure craft,,,,16.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8015893,257599500,VESTFISK,Fishing vessel,Fishing vessel,,,,39.0,9.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
7905223,257599600,SVANAVAAG,Fishing Vessel,Fishing Vessel,,,676.0,,,6.5,,1979.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,NORDMELAVAERING,Fishing vessel,Fishing vessel,,,,17.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,XFORZA,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,GULDRINGNES,Fishing vessel,Fishing vessel,,,,26.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HAVBLOMST,Fishing vessel,Fishing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9172662,257604000,SKS TANARO,Bulk/Oil Carrier,Bulk/Oil Carrier,,109786.0,63515.0,244.0,42.0,14.8,,1999.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ROHOLMEN,Fishing vessel,Fishing vessel,,,,22.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SY CHIKA,Sailing vessel,Sailing vessel,,,,13.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,KYA,Fishing vessel,Fishing vessel,,,,11.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,VINDREK,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HAVSTEIN,Fishing vessel,Fishing vessel,,,,18.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,S/Y RONJA,Sailing vessel,Sailing vessel,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SEAFAST,Fishing vessel,Fishing vessel,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9546605,257608000,SIDDIS SUPPLIER,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,3350.0,2656.0,73.0,17.0,6.42,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,BRIS,Fishing vessel,Fishing vessel,,,,25.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,REGINA III,Pleasure craft,Pleasure craft,,,,14.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,JAKKEN,Tanker,Tanker,,,,15.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,IMPULSE,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,TERNA,Pleasure craft,Pleasure craft,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NYBAKK,Pleasure craft,Pleasure craft,,,,25.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SABILA,Pleasure craft,Pleasure craft,,,,26.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,COPERNICUS,Pleasure craft,Pleasure craft,,,,7.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9191319,257613000,TALISMAN,Vehicles Carrier,Vehicles Carrier,,38300.0,67140.0,240.0,32.0,11.75,,2000.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,GISKESUND,Fishing vessel,Fishing vessel,,,,14.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,OPTIMIX,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9182978,257615000,MV STAR ISFJORD,General Cargo Ship,General Cargo Ship,,46428.0,32628.0,198.0,31.0,12.32,,2000.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ODA,Pleasure craft,Pleasure craft,,,,16.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NIBE,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ROEVAER,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,DAWN,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SOLSTRAND,Fishing vessel,Fishing vessel,,,,19.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SANNA,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,STAR,Fishing vessel,Fishing vessel,,,,14.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,IVERSEN JUNIOR,Fishing vessel,Fishing vessel,,,,14.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SIGNE MALENE,Sailing vessel,Sailing vessel,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SEA YOU TOO,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8107141,257623000,SIGLOO POLAR,LPG Tanker,LPG Tanker,,12426.0,8878.0,,,5.0,,1982.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,NAVIS NOSTRA,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,OKEANOS,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,CANOPUS,Pleasure craft,Pleasure craft,,,,9.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MADELEINE,Sailing vessel,Sailing vessel,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SAPHIR,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9603829,257626000,OLYMPIC ENERGY,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,5066.0,5197.0,94.0,20.0,6.8,,2012.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,SEALEMON,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,S/Y MERA,Sailing vessel,Sailing vessel,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,PUFFIN,Pleasure craft,Pleasure craft,,,,11.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,YME,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MORVIL,Fishing vessel,Fishing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8962199,257629500,HILLERSOEY,Fishing vessel,Fishing vessel,,,,26.0,8.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,KJAER LEIK,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8814768,257631000,BW HAVFROST,LPG Tanker,LPG Tanker,,44995.0,34946.0,205.0,30.0,12.22,,1991.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,MAYFLOWER,Pleasure craft,Pleasure craft,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8420153,257632443,]V MENANG JAYA,General Cargo Ship,General Cargo Ship,,4389.0,2867.0,,,6.32,,1984.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,BABE,Sailing vessel,Sailing vessel,,,,12.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,KINKEN,Pleasure craft,Pleasure craft,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MARI III,Pleasure craft,Pleasure craft,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SIVSIN,Pleasure craft,Pleasure craft,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,FRILAENS III,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SS ILANGA,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,BAASGRUNN,Fishing vessel,Fishing vessel,,,,23.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,FUNG SHUI,Pleasure craft,Pleasure craft,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SORVIK,Fishing vessel,Fishing vessel,,,,15.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NEXT WAVE VII,Pleasure craft,Pleasure craft,,,,16.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SKYFRI,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MODUS VIVENDI,Pleasure craft,Pleasure craft,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HEBE 2,Fishing vessel,Fishing vessel,,,,16.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,JIPPI,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ESPRESSO,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,AURORA,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,GANTHI,Fishing vessel,Fishing vessel,,,,17.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MISS HELEN,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,JENNEGGA,Fishing vessel,Fishing vessel,,,,23.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,QUEST,Pleasure craft,Pleasure craft,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,TIRAMISU,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,S/Y LADY SIV,Sailing vessel,Sailing vessel,,,,18.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ROYALWINGS,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9493975,257654000,ISABELITA,Bulk Carrier,Bulk Carrier,,58470.0,32297.0,190.0,32.0,12.8,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,AMAZING,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,PIRAJA,Fishing vessel,Fishing vessel,,,,38.0,7.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,AURELIA,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,NJAAL,Pleasure craft,Pleasure craft,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MADNESS,Pleasure craft,Pleasure craft,,,,11.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,RISICARE,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,RANITA,Fishing vessel,Fishing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,DREAM CATCHER,Sailing vessel,Sailing vessel,,,,17.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9396153,257661000,STAR KVARVEN,General Cargo Ship,General Cargo Ship,,49856.0,37158.0,208.0,32.0,12.34,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,ORIONA,Sailing vessel,Sailing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9417725,257662000,SIEM AQUAMARINE,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,4250.0,7473.0,91.0,22.0,7.95,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,LISE,Sailing vessel,Sailing vessel,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,EMBLA3,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,GERHARD JAKOBSEN,Fishing vessel,Fishing vessel,,,,20.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,LUDO,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9428982,257664000,SKS DOURO,Oil Products Tanker,Oil Products Tanker,,119456.0,65830.0,250.0,46.0,15.2,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,IWA,Sailing vessel,Sailing vessel,,,,12.0,2.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SITO,Pleasure craft,Pleasure craft,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ALMA NATER,Sailing vessel,Sailing vessel,,,,11.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HALDORSON,Fishing vessel,Fishing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,BRATTHOLMEN,Fishing vessel,Fishing vessel,,,,13.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,KURT SENIOR,Fishing vessel,Fishing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MORILD,Sailing vessel,Sailing vessel,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HILDE,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SARA CHARLOTTE,Pleasure craft,Pleasure craft,,,,12.0,36.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,TOR-WERNER,Fishing vessel,Fishing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,BUHOLMEN,Fishing vessel,Fishing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9191321,257672000,TARAGO,Vehicles Carrier,Vehicles Carrier,,39516.0,67140.0,240.0,31.0,11.75,,2000.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
9431836,257674000,HOEGH BEIJING,Vehicles Carrier,Vehicles Carrier,,12250.0,47232.0,183.0,32.0,9.0,,2010.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,FREE SPIRIT,Pleasure craft,Pleasure craft,,,,23.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,EGGUMSVAERING,Fishing vessel,Fishing vessel,,,,15.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MEMENTO,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SVANHILD,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ARRIGO II,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9330680,257679000,SKANDI BARRA,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,4150.0,3350.0,86.0,20.0,6.1,,2005.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,FJORDEGG,Fishing vessel,Fishing vessel,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,VESTEROY,Pleasure craft,Pleasure craft,,,,16.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9080493,257681000,CHAMPION TRUST,Chemical/Oil Products Tanker,Chemical/Oil Products Tanker,,46166.0,26218.0,180.0,32.0,11.02,,1995.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,EQUINOX,Sailing vessel,Sailing vessel,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,IDA,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,ELISE,Sailing vessel,Sailing vessel,,,,10.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,XANTHIA,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8500680,257689000,ANTARES,Ro-Ro Cargo Ship,Ro-Ro Cargo Ship,,9793.0,19963.0,158.0,26.0,7.315,,1988.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,GOD TID,Sailing vessel,Sailing vessel,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,FARS VILJE II,Pleasure craft,Pleasure craft,,,,9.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MARITA,Pleasure craft,Pleasure craft,,,,8.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,PIXELINE,Sailing vessel,Sailing vessel,,,,14.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,CAISSATINA,Pleasure craft,Pleasure craft,,,,8.0,3.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,MANTRA,Pleasure craft,Pleasure craft,,,,10.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HAVGULA,WIG,WIG,,,,13.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9335977,257692000,OCEAN ODYSSEY,Research Vessel,Research Vessel,,2529.0,3658.0,74.0,16.0,5.7,,2005.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,UNA THEA,Sailing vessel,Sailing vessel,,,,32.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
9602526,257693000,ISLAND CONTENDER,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,,4750.0,4676.0,96.0,20.0,8.2,,2012.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,LILLI_II,Sailing vessel,Sailing vessel,,,,16.0,6.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,C EST LA VIE,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,HEIDI ANITA,Fishing vessel,Fishing vessel,,,,15.0,5.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,SIRIUS,Pleasure craft,Pleasure craft,,,,12.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
8016809,257697000,BERGE FROST,LPG Tanker,LPG Tanker,,56174.0,50699.0,250.0,36.0,12.85,,1983.0,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,INGESTABLE
,,TRESSY,Fishing vessel,Fishing vessel,,,,8.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
,,INGELIN,Sailing vessel,Sailing vessel,,,,15.0,4.0,,,,MarineVessels,https://github.com/rich-iannone/MarineVessels,PUBLIC_PROXY,,REFERENCE_ONLY
